time,T_out,RH_out,T_in,RH_in,Q_m3h
2025-07-12 04:00:00+00:00,21.42,65.6,18.83,75.11,1290.0
2025-07-12 05:00:00+00:00,22.61,60.59,19.1,73.15,1290.0
2025-07-12 06:00:00+00:00,24.06,54.78,19.44,70.5,1290.0
2025-07-12 07:00:00+00:00,26.39,46.86,19.98,66.32,860.0
2025-07-12 08:00:00+00:00,27.34,43.81,20.22,64.52,860.0
2025-07-12 09:00:00+00:00,26.67,45.43,20.09,64.96,860.0
2025-07-12 10:00:00+00:00,25.25,49.49,18.48,66.03,131.0
2025-07-12 11:00:00+00:00,23.42,55.73,18.39,64.84,131.0
2025-07-12 12:00:00+00:00,21.76,62.4,18.3,65.09,131.0
2025-07-12 13:00:00+00:00,20.6,67.01,18.24,65.41,131.0
2025-07-12 14:00:00+00:00,19.82,68.79,18.19,65.07,131.0
2025-07-12 15:00:00+00:00,19.41,68.06,18.16,64.03,131.0
2025-07-12 16:00:00+00:00,19.2,67.12,18.14,62.98,131.0
2025-07-12 17:00:00+00:00,18.69,68.27,18.11,62.34,131.0
2025-07-12 18:00:00+00:00,18.26,69.54,18.08,61.99,131.0
2025-07-12 19:00:00+00:00,17.92,70.89,18.05,61.88,131.0
2025-07-12 20:00:00+00:00,17.65,72.64,18.03,62.1,131.0
2025-07-12 21:00:00+00:00,17.6,74.6,18.01,62.81,131.0
2025-07-12 22:00:00+00:00,17.57,76.09,18.0,63.58,131.0
2025-07-12 23:00:00+00:00,18.16,72.45,18.02,63.39,131.0
2025-07-13 00:00:00+00:00,19.47,65.31,18.34,69.14,1290.0
2025-07-13 01:00:00+00:00,21.41,57.15,18.78,66.1,1290.0
2025-07-13 02:00:00+00:00,23.7,48.99,19.31,62.55,860.0
2025-07-13 03:00:00+00:00,25.6,43.23,19.76,59.94,860.0
2025-07-13 04:00:00+00:00,26.91,39.66,20.08,58.13,860.0
2025-07-13 05:00:00+00:00,27.64,37.66,20.27,56.89,860.0
2025-07-13 06:00:00+00:00,27.96,36.71,20.37,56.16,860.0
2025-07-13 07:00:00+00:00,26.92,39.02,20.17,57.12,1290.0
2025-07-13 08:00:00+00:00,25.66,42.41,19.9,58.73,1290.0
2025-07-13 09:00:00+00:00,24.51,46.23,19.66,60.8,1290.0
2025-07-13 10:00:00+00:00,24.0,48.28,18.48,61.99,196.5
2025-07-13 11:00:00+00:00,23.64,49.69,18.46,61.51,196.5
2025-07-13 12:00:00+00:00,23.13,51.53,18.42,61.71,196.5
2025-07-13 13:00:00+00:00,21.92,56.33,18.36,62.62,196.5
2025-07-13 14:00:00+00:00,21.42,59.02,18.33,63.53,196.5
2025-07-13 15:00:00+00:00,20.97,61.1,18.29,64.15,196.5
2025-07-13 16:00:00+00:00,20.62,62.41,18.27,64.41,196.5
2025-07-13 17:00:00+00:00,20.47,62.74,18.25,64.38,196.5
2025-07-13 18:00:00+00:00,20.47,62.27,18.24,64.13,196.5
2025-07-13 19:00:00+00:00,20.19,63.22,18.22,64.08,196.5
2025-07-13 20:00:00+00:00,19.72,65.43,18.19,64.39,196.5
2025-07-13 21:00:00+00:00,19.38,67.25,18.17,63.4,131.0
2025-07-13 22:00:00+00:00,19.5,66.76,18.16,63.01,131.0
2025-07-13 23:00:00+00:00,21.25,59.61,18.23,62.31,131.0
2025-07-14 00:00:00+00:00,22.9,50.09,19.19,61.81,1290.0
2025-07-14 01:00:00+00:00,24.5,43.03,19.56,57.12,1290.0
2025-07-14 02:00:00+00:00,25.97,38.35,19.92,54.28,1290.0
2025-07-14 03:00:00+00:00,27.49,34.55,20.29,52.15,1290.0
2025-07-14 04:00:00+00:00,28.87,31.7,20.63,50.73,860.0
2025-07-14 05:00:00+00:00,30.04,29.32,20.93,49.11,1290.0
2025-07-14 06:00:00+00:00,30.91,27.66,21.16,48.09,860.0
2025-07-14 07:00:00+00:00,31.38,26.82,21.31,47.46,860.0
2025-07-14 08:00:00+00:00,31.45,26.64,21.36,47.05,1290.0
2025-07-14 09:00:00+00:00,31.12,26.81,21.32,46.84,860.0
2025-07-14 10:00:00+00:00,30.51,27.03,18.99,51.58,131.0
2025-07-14 11:00:00+00:00,29.55,27.7,18.94,50.45,131.0
2025-07-14 12:00:00+00:00,27.63,30.43,18.84,50.05,131.0
2025-07-14 13:00:00+00:00,24.97,34.91,18.71,49.96,131.0
2025-07-14 14:00:00+00:00,23.91,36.86,18.65,49.86,131.0
2025-07-14 15:00:00+00:00,23.09,38.58,18.6,49.87,131.0
2025-07-14 16:00:00+00:00,22.48,39.98,18.56,49.94,131.0
2025-07-14 17:00:00+00:00,21.89,41.57,18.52,50.13,131.0
2025-07-14 18:00:00+00:00,21.54,42.71,18.49,50.35,131.0
2025-07-14 19:00:00+00:00,21.57,42.97,18.48,50.57,131.0
2025-07-14 20:00:00+00:00,21.8,42.62,18.48,50.74,131.0
2025-07-14 21:00:00+00:00,22.07,42.08,18.48,50.83,131.0
2025-07-14 22:00:00+00:00,21.95,42.51,18.47,50.97,131.0
2025-07-14 23:00:00+00:00,22.87,40.27,18.5,50.88,131.0
2025-07-15 00:00:00+00:00,24.27,37.51,19.66,49.66,860.0
2025-07-15 01:00:00+00:00,24.06,41.68,19.62,54.02,1290.0
2025-07-15 02:00:00+00:00,22.44,50.8,19.27,60.86,1290.0
2025-07-15 03:00:00+00:00,22.1,53.12,19.2,62.57,1290.0
2025-07-15 04:00:00+00:00,22.5,52.23,19.29,62.58,1290.0
2025-07-15 05:00:00+00:00,23.52,49.13,19.53,61.55,1290.0
2025-07-15 06:00:00+00:00,25.81,42.29,20.06,58.52,1290.0
2025-07-15 07:00:00+00:00,28.14,36.34,20.61,55.5,1290.0
2025-07-15 08:00:00+00:00,28.82,34.68,20.79,54.43,1290.0
2025-07-15 09:00:00+00:00,28.36,35.49,20.72,54.57,1290.0
2025-07-15 10:00:00+00:00,28.15,35.97,18.91,57.54,131.0
2025-07-15 11:00:00+00:00,27.87,37.28,18.89,56.94,131.0
2025-07-15 12:00:00+00:00,26.37,42.13,18.81,57.86,131.0
2025-07-15 13:00:00+00:00,24.58,48.13,18.73,59.2,131.0
2025-07-15 14:00:00+00:00,23.5,52.05,18.67,60.2,131.0
2025-07-15 15:00:00+00:00,22.43,55.77,18.61,60.88,131.0
2025-07-15 16:00:00+00:00,22.0,57.35,18.58,61.24,131.0
2025-07-15 17:00:00+00:00,21.94,57.2,18.57,61.21,131.0
2025-07-15 18:00:00+00:00,20.64,61.19,18.5,61.21,131.0
2025-07-15 19:00:00+00:00,20.28,61.72,18.48,60.89,131.0
2025-07-15 20:00:00+00:00,19.96,62.71,18.45,60.75,131.0
2025-07-15 21:00:00+00:00,19.68,65.05,18.43,61.26,131.0
2025-07-15 22:00:00+00:00,20.12,65.85,18.44,62.37,131.0
2025-07-15 23:00:00+00:00,22.17,58.65,18.52,62.57,131.0
2025-07-16 00:00:00+00:00,25.14,48.02,19.9,63.88,860.0
2025-07-16 01:00:00+00:00,27.62,40.17,20.48,59.78,1290.0
2025-07-16 02:00:00+00:00,29.46,36.0,20.93,57.77,1290.0
2025-07-16 03:00:00+00:00,30.83,33.04,21.28,56.01,1290.0
2025-07-16 04:00:00+00:00,32.08,30.11,21.6,53.67,1290.0
2025-07-16 05:00:00+00:00,33.07,27.99,21.87,51.86,1290.0
2025-07-16 06:00:00+00:00,33.65,26.7,22.05,50.56,1290.0
2025-07-16 07:00:00+00:00,33.92,26.01,22.15,49.72,860.0
2025-07-16 08:00:00+00:00,34.03,25.04,22.22,48.14,860.0
2025-07-16 09:00:00+00:00,33.84,24.27,22.22,46.42,860.0
2025-07-16 10:00:00+00:00,33.1,24.63,19.45,52.16,131.0
2025-07-16 11:00:00+00:00,31.76,26.61,19.38,51.64,131.0
2025-07-16 12:00:00+00:00,29.59,31.15,19.27,52.51,131.0
2025-07-16 13:00:00+00:00,27.19,37.43,19.15,54.17,131.0
2025-07-16 14:00:00+00:00,25.61,42.54,19.06,55.8,131.0
2025-07-16 15:00:00+00:00,24.39,46.41,18.99,56.93,131.0
2025-07-16 16:00:00+00:00,23.79,48.11,18.95,57.43,131.0
2025-07-16 17:00:00+00:00,24.24,46.61,18.95,57.39,131.0
2025-07-16 18:00:00+00:00,23.86,47.2,18.92,57.27,131.0
2025-07-16 19:00:00+00:00,22.74,49.61,18.86,57.06,131.0
2025-07-16 20:00:00+00:00,22.16,50.33,18.82,56.59,131.0
2025-07-16 21:00:00+00:00,22.01,50.16,18.8,56.17,131.0
2025-07-16 22:00:00+00:00,22.32,49.24,18.8,55.96,131.0
2025-07-16 23:00:00+00:00,24.34,44.45,18.87,56.75,196.5
2025-07-17 00:00:00+00:00,27.79,37.51,20.71,55.85,1290.0
2025-07-17 01:00:00+00:00,30.67,32.69,21.39,54.68,1290.0
2025-07-17 02:00:00+00:00,32.84,29.38,21.92,53.5,1290.0
2025-07-17 03:00:00+00:00,33.97,28.24,22.23,53.59,1290.0
2025-07-17 04:00:00+00:00,34.39,28.44,22.37,54.63,1290.0
2025-07-17 05:00:00+00:00,34.89,28.37,22.53,55.36,1290.0
2025-07-17 06:00:00+00:00,35.31,28.09,22.67,55.33,860.0
2025-07-17 07:00:00+00:00,35.38,28.16,22.73,55.46,860.0
2025-07-17 08:00:00+00:00,35.26,28.36,22.74,55.69,1290.0
2025-07-17 09:00:00+00:00,34.89,28.34,22.7,54.64,860.0
2025-07-17 10:00:00+00:00,34.42,28.13,19.8,59.66,131.0
2025-07-17 11:00:00+00:00,33.54,28.69,19.74,57.44,131.0
2025-07-17 12:00:00+00:00,31.11,34.6,19.62,58.33,131.0
2025-07-17 13:00:00+00:00,29.01,40.42,19.51,59.91,131.0
2025-07-17 14:00:00+00:00,28.2,43.65,19.45,63.14,196.5
2025-07-17 15:00:00+00:00,27.84,45.11,19.42,64.54,196.5
2025-07-17 16:00:00+00:00,27.71,44.97,19.39,64.59,196.5
2025-07-17 17:00:00+00:00,26.76,46.25,19.34,62.73,131.0
2025-07-17 18:00:00+00:00,25.5,47.44,19.26,61.07,131.0
2025-07-17 19:00:00+00:00,24.36,47.96,19.2,59.29,131.0
2025-07-17 20:00:00+00:00,23.51,47.56,19.14,57.42,131.0
2025-07-17 21:00:00+00:00,23.31,46.86,19.12,56.16,131.0
2025-07-17 22:00:00+00:00,23.06,48.32,19.09,56.88,196.5
2025-07-17 23:00:00+00:00,23.82,41.97,19.11,54.2,196.5
2025-07-18 00:00:00+00:00,24.94,39.35,20.27,51.76,1290.0
2025-07-18 01:00:00+00:00,26.69,36.54,20.68,51.76,860.0
2025-07-18 02:00:00+00:00,28.25,33.95,21.05,51.16,1290.0
2025-07-18 03:00:00+00:00,29.55,32.27,21.37,51.18,1290.0
2025-07-18 04:00:00+00:00,30.47,30.76,21.61,50.58,1290.0
2025-07-18 05:00:00+00:00,31.15,29.41,21.79,49.67,1290.0
2025-07-18 06:00:00+00:00,31.53,28.74,21.91,49.22,1290.0
2025-07-18 07:00:00+00:00,31.58,28.65,21.95,49.09,1290.0
2025-07-18 08:00:00+00:00,31.06,29.48,21.86,49.46,860.0
2025-07-18 09:00:00+00:00,30.46,30.35,21.75,49.64,860.0
2025-07-18 10:00:00+00:00,30.01,30.58,19.67,53.57,131.0
2025-07-18 11:00:00+00:00,29.22,31.32,19.62,52.45,131.0
2025-07-18 12:00:00+00:00,27.83,37.1,19.54,54.17,131.0
2025-07-18 13:00:00+00:00,26.59,44.1,19.47,57.34,131.0
2025-07-18 14:00:00+00:00,26.0,45.07,19.43,58.26,131.0
2025-07-18 15:00:00+00:00,25.7,43.01,19.4,57.13,131.0
2025-07-18 16:00:00+00:00,25.36,48.5,19.37,59.21,131.0
2025-07-18 17:00:00+00:00,24.93,48.75,19.33,60.83,196.5
2025-07-18 18:00:00+00:00,24.29,47.12,19.29,59.13,196.5
2025-07-18 19:00:00+00:00,23.4,50.21,19.24,59.21,196.5
2025-07-18 20:00:00+00:00,22.68,49.95,19.19,57.9,196.5
2025-07-18 21:00:00+00:00,22.13,49.62,19.16,56.49,196.5
2025-07-18 22:00:00+00:00,21.48,49.43,19.11,55.03,196.5
2025-07-18 23:00:00+00:00,22.66,43.38,19.15,52.78,196.5
2025-07-19 00:00:00+00:00,24.79,35.29,20.31,46.74,860.0
2025-07-19 01:00:00+00:00,27.26,27.85,20.88,41.48,860.0
2025-07-19 02:00:00+00:00,28.92,24.25,21.28,38.89,860.0
2025-07-19 03:00:00+00:00,30.2,21.94,21.6,37.19,860.0
2025-07-19 04:00:00+00:00,31.21,20.23,21.86,35.82,860.0
2025-07-19 05:00:00+00:00,31.98,18.85,22.07,34.52,860.0
2025-07-19 06:00:00+00:00,32.51,17.66,22.23,33.17,860.0
2025-07-19 07:00:00+00:00,32.78,16.71,22.32,31.88,860.0
2025-07-19 08:00:00+00:00,32.73,16.19,22.35,30.95,860.0
2025-07-19 09:00:00+00:00,32.33,16.2,22.29,30.52,860.0
2025-07-19 10:00:00+00:00,31.69,16.76,19.89,37.72,131.0
2025-07-19 11:00:00+00:00,30.63,18.04,19.83,39.01,131.0
2025-07-19 12:00:00+00:00,27.7,27.61,19.68,43.5,131.0
2025-07-19 13:00:00+00:00,25.38,32.28,19.57,45.74,131.0
2025-07-19 14:00:00+00:00,24.42,33.36,19.5,46.24,131.0
2025-07-19 15:00:00+00:00,23.46,34.43,19.44,46.14,131.0
2025-07-19 16:00:00+00:00,22.7,35.32,19.39,45.88,131.0
2025-07-19 17:00:00+00:00,22.11,36.0,19.35,45.6,131.0
2025-07-19 18:00:00+00:00,21.58,36.51,19.31,45.3,131.0
2025-07-19 19:00:00+00:00,21.12,36.8,19.27,44.95,131.0
2025-07-19 20:00:00+00:00,20.69,37.02,19.24,44.58,131.0
2025-07-19 21:00:00+00:00,20.17,37.55,19.2,44.26,131.0
2025-07-19 22:00:00+00:00,19.67,38.57,19.16,44.15,131.0
2025-07-19 23:00:00+00:00,22.7,33.33,19.28,44.21,131.0
2025-07-20 00:00:00+00:00,26.51,24.82,20.8,36.47,860.0
2025-07-20 01:00:00+00:00,29.58,18.64,21.52,31.69,860.0
2025-07-20 02:00:00+00:00,31.27,16.46,21.93,30.08,860.0
2025-07-20 03:00:00+00:00,32.59,15.0,22.27,28.97,860.0
2025-07-20 04:00:00+00:00,33.61,13.82,22.54,27.89,860.0
2025-07-20 05:00:00+00:00,34.4,13.0,22.76,27.11,860.0
2025-07-20 06:00:00+00:00,34.88,12.51,22.92,26.6,860.0
2025-07-20 07:00:00+00:00,35.01,12.41,22.99,26.47,860.0
2025-07-20 08:00:00+00:00,34.77,12.64,22.97,26.63,860.0
2025-07-20 09:00:00+00:00,34.45,12.99,22.94,26.93,860.0
2025-07-20 10:00:00+00:00,33.97,13.58,20.2,35.16,131.0
2025-07-20 11:00:00+00:00,33.0,14.52,20.14,36.75,131.0
2025-07-20 12:00:00+00:00,29.77,18.77,19.98,38.57,131.0
2025-07-20 13:00:00+00:00,27.01,22.34,19.84,39.68,131.0
2025-07-20 14:00:00+00:00,26.13,23.41,19.79,40.07,131.0
2025-07-20 15:00:00+00:00,25.33,24.67,19.73,40.36,131.0
2025-07-20 16:00:00+00:00,24.49,26.23,19.67,40.72,131.0
2025-07-20 17:00:00+00:00,23.83,27.77,19.63,41.15,131.0
2025-07-20 18:00:00+00:00,23.94,28.24,19.61,41.59,131.0
2025-07-20 19:00:00+00:00,24.22,28.42,19.61,42.03,131.0
2025-07-20 20:00:00+00:00,23.78,29.04,19.57,42.22,131.0
2025-07-20 21:00:00+00:00,23.29,29.54,19.54,42.18,131.0
2025-07-20 22:00:00+00:00,22.9,30.45,19.51,42.31,131.0
2025-07-20 23:00:00+00:00,24.67,29.86,19.57,43.32,131.0
2025-07-21 00:00:00+00:00,28.73,23.86,21.47,37.67,860.0
2025-07-21 01:00:00+00:00,30.91,22.15,21.99,37.93,860.0
2025-07-21 02:00:00+00:00,32.48,18.8,22.38,34.69,860.0
2025-07-21 03:00:00+00:00,33.95,15.0,22.76,30.01,860.0
2025-07-21 04:00:00+00:00,35.14,12.22,23.07,26.23,860.0
2025-07-21 05:00:00+00:00,35.99,10.52,23.31,23.77,860.0
2025-07-21 06:00:00+00:00,36.47,9.54,23.46,22.25,860.0
2025-07-21 07:00:00+00:00,36.65,8.84,23.55,21.03,860.0
2025-07-21 08:00:00+00:00,36.5,8.31,23.56,19.95,860.0
2025-07-21 09:00:00+00:00,36.02,8.21,23.49,19.48,860.0
2025-07-21 10:00:00+00:00,35.24,8.69,20.5,28.57,131.0
2025-07-21 11:00:00+00:00,33.95,9.93,20.42,31.14,131.0
2025-07-21 12:00:00+00:00,29.86,17.6,20.22,35.71,131.0
2025-07-21 13:00:00+00:00,28.53,19.29,20.14,37.6,131.0
2025-07-21 14:00:00+00:00,29.02,18.85,20.14,38.25,131.0
2025-07-21 15:00:00+00:00,27.43,20.78,20.05,38.78,131.0
2025-07-21 16:00:00+00:00,25.23,22.71,19.94,38.76,131.0
2025-07-21 17:00:00+00:00,24.27,22.83,19.87,38.23,131.0
2025-07-21 18:00:00+00:00,23.66,23.05,19.83,37.81,131.0
2025-07-21 19:00:00+00:00,23.52,22.71,19.8,37.42,131.0
2025-07-21 20:00:00+00:00,23.29,22.81,19.77,37.22,131.0
2025-07-21 21:00:00+00:00,22.82,23.16,19.73,37.07,131.0
2025-07-21 22:00:00+00:00,22.21,23.37,19.69,36.8,131.0
2025-07-21 23:00:00+00:00,23.25,21.82,19.72,36.51,131.0
2025-07-22 00:00:00+00:00,25.27,21.86,20.85,30.98,860.0
2025-07-22 01:00:00+00:00,27.18,21.57,21.29,32.53,860.0
2025-07-22 02:00:00+00:00,28.82,20.28,21.68,32.59,860.0
2025-07-22 03:00:00+00:00,30.36,18.77,22.06,32.09,860.0
2025-07-22 04:00:00+00:00,31.83,17.23,22.42,31.27,860.0
2025-07-22 05:00:00+00:00,32.99,16.03,22.72,30.48,860.0
2025-07-22 06:00:00+00:00,33.75,15.48,22.92,30.26,860.0
2025-07-22 07:00:00+00:00,34.12,15.36,23.04,30.36,860.0
2025-07-22 08:00:00+00:00,34.01,15.77,23.06,30.87,860.0
2025-07-22 09:00:00+00:00,33.42,16.76,22.96,31.84,860.0
2025-07-22 10:00:00+00:00,32.48,18.26,20.45,39.54,131.0
2025-07-22 11:00:00+00:00,31.23,20.41,20.37,41.29,131.0
2025-07-22 12:00:00+00:00,29.21,23.88,20.26,42.78,131.0
2025-07-22 13:00:00+00:00,27.55,26.31,20.17,43.53,131.0
2025-07-22 14:00:00+00:00,26.28,27.18,20.1,43.34,131.0
2025-07-22 15:00:00+00:00,25.0,27.7,20.02,42.63,131.0
2025-07-22 16:00:00+00:00,24.2,27.61,19.97,41.78,131.0
2025-07-22 17:00:00+00:00,23.81,26.72,19.93,40.8,131.0
2025-07-22 18:00:00+00:00,22.97,27.01,19.88,40.08,131.0
2025-07-22 19:00:00+00:00,21.8,28.68,19.81,39.83,131.0
2025-07-22 20:00:00+00:00,20.97,30.97,19.76,40.14,131.0
2025-07-22 21:00:00+00:00,20.63,32.6,19.72,40.66,131.0
2025-07-22 22:00:00+00:00,20.45,33.8,19.7,41.2,131.0
2025-07-22 23:00:00+00:00,22.36,30.03,19.77,41.1,131.0
2025-07-23 00:00:00+00:00,25.18,21.37,20.9,30.29,860.0
2025-07-23 01:00:00+00:00,27.71,17.59,21.49,27.94,860.0
2025-07-23 02:00:00+00:00,29.55,16.03,21.93,27.41,860.0
2025-07-23 03:00:00+00:00,30.85,14.75,22.25,26.64,860.0
2025-07-23 04:00:00+00:00,31.93,13.73,22.53,25.94,860.0
2025-07-23 05:00:00+00:00,32.82,12.88,22.76,25.27,860.0
2025-07-23 06:00:00+00:00,33.41,12.15,22.93,24.51,860.0
2025-07-23 07:00:00+00:00,33.75,11.43,23.04,23.55,860.0
2025-07-23 08:00:00+00:00,33.7,11.02,23.07,22.81,860.0
2025-07-23 09:00:00+00:00,33.32,10.92,23.02,22.38,860.0
2025-07-23 10:00:00+00:00,32.66,11.24,20.56,30.52,131.0
2025-07-23 11:00:00+00:00,31.56,12.11,20.49,32.47,131.0
2025-07-23 12:00:00+00:00,28.26,16.22,20.33,34.43,131.0
2025-07-23 13:00:00+00:00,25.6,19.18,20.2,35.47,131.0
2025-07-23 14:00:00+00:00,24.62,20.51,20.13,35.98,131.0
2025-07-23 15:00:00+00:00,23.86,21.51,20.08,36.26,131.0
2025-07-23 16:00:00+00:00,23.11,22.36,20.03,36.37,131.0
2025-07-23 17:00:00+00:00,22.31,23.47,19.97,36.5,131.0
2025-07-23 18:00:00+00:00,21.33,25.28,19.91,36.8,131.0
2025-07-23 19:00:00+00:00,20.57,27.08,19.86,37.21,131.0
2025-07-23 20:00:00+00:00,20.33,28.42,19.83,37.73,131.0
2025-07-23 21:00:00+00:00,20.64,29.07,19.83,38.33,131.0
2025-07-23 22:00:00+00:00,21.13,29.58,19.83,39.05,131.0
2025-07-23 23:00:00+00:00,23.31,27.89,19.91,39.93,131.0
2025-07-24 00:00:00+00:00,27.64,20.93,21.55,32.07,860.0
2025-07-24 01:00:00+00:00,30.37,16.96,22.19,29.35,860.0
2025-07-24 02:00:00+00:00,32.15,15.79,22.63,29.18,860.0
2025-07-24 03:00:00+00:00,33.52,14.82,22.98,28.84,860.0
2025-07-24 04:00:00+00:00,34.65,13.77,23.27,28.05,860.0
2025-07-24 05:00:00+00:00,35.58,12.59,23.53,26.75,860.0
2025-07-24 06:00:00+00:00,36.19,11.62,23.71,25.47,860.0
2025-07-24 07:00:00+00:00,36.48,10.8,23.82,24.17,860.0
2025-07-24 08:00:00+00:00,36.44,10.02,23.85,22.71,860.0
2025-07-24 09:00:00+00:00,35.98,9.27,23.79,21.08,860.0
2025-07-24 10:00:00+00:00,35.16,8.59,20.88,28.96,131.0
2025-07-24 11:00:00+00:00,33.78,8.24,20.8,29.78,131.0
2025-07-24 12:00:00+00:00,29.71,10.13,20.6,30.29,131.0
2025-07-24 13:00:00+00:00,26.82,11.02,20.46,30.14,131.0
2025-07-24 14:00:00+00:00,25.74,10.96,20.39,29.72,131.0
2025-07-24 15:00:00+00:00,24.81,11.28,20.33,29.48,131.0
2025-07-24 16:00:00+00:00,23.98,11.55,20.27,29.31,131.0
2025-07-24 17:00:00+00:00,23.14,12.1,20.21,29.29,131.0
2025-07-24 18:00:00+00:00,22.47,12.79,20.16,29.41,131.0
2025-07-24 19:00:00+00:00,22.57,13.09,20.14,29.59,131.0
2025-07-24 20:00:00+00:00,22.9,13.21,20.14,29.79,131.0
2025-07-24 21:00:00+00:00,22.8,13.72,20.12,30.08,131.0
2025-07-24 22:00:00+00:00,22.19,14.78,20.08,30.47,131.0
2025-07-24 23:00:00+00:00,24.21,13.92,20.15,30.79,131.0
2025-07-25 00:00:00+00:00,28.69,10.26,21.94,18.98,860.0
2025-07-25 01:00:00+00:00,31.53,8.72,22.61,18.04,860.0
2025-07-25 02:00:00+00:00,33.43,8.22,23.08,18.11,860.0
2025-07-25 03:00:00+00:00,34.97,7.71,23.47,17.94,860.0
2025-07-25 04:00:00+00:00,36.15,7.35,23.78,17.82,860.0
2025-07-25 05:00:00+00:00,36.82,7.34,23.98,18.06,860.0
2025-07-25 06:00:00+00:00,37.18,7.49,24.11,18.46,860.0
2025-07-25 07:00:00+00:00,37.16,7.77,24.15,18.93,860.0
2025-07-25 08:00:00+00:00,36.81,8.17,24.11,19.44,860.0
2025-07-25 09:00:00+00:00,36.05,8.76,23.98,20.06,860.0
2025-07-25 10:00:00+00:00,34.92,9.63,21.08,29.19,131.0
2025-07-25 11:00:00+00:00,33.57,11.09,21.0,31.86,131.0
2025-07-25 12:00:00+00:00,30.75,14.61,20.85,34.13,131.0
2025-07-25 13:00:00+00:00,29.2,16.05,20.76,35.11,131.0
2025-07-25 14:00:00+00:00,28.47,16.68,20.71,35.48,131.0
2025-07-25 15:00:00+00:00,27.76,17.24,20.65,35.61,131.0
2025-07-25 16:00:00+00:00,27.22,17.75,20.61,35.68,131.0
2025-07-25 17:00:00+00:00,26.7,18.19,20.57,35.71,131.0
2025-07-25 18:00:00+00:00,26.11,18.63,20.52,35.68,131.0
2025-07-25 19:00:00+00:00,25.52,19.13,20.48,35.65,131.0
2025-07-25 20:00:00+00:00,24.63,19.75,20.42,35.54,131.0
2025-07-25 21:00:00+00:00,24.09,20.24,20.38,35.47,131.0
2025-07-25 22:00:00+00:00,24.17,20.11,20.36,35.41,131.0
2025-07-25 23:00:00+00:00,26.18,18.97,20.43,35.74,131.0
2025-07-26 00:00:00+00:00,29.96,14.86,22.4,25.76,860.0
2025-07-26 01:00:00+00:00,32.85,14.12,23.08,26.82,860.0
2025-07-26 02:00:00+00:00,35.12,13.44,23.63,27.54,860.0
2025-07-26 03:00:00+00:00,36.49,13.2,23.99,28.21,860.0
2025-07-26 04:00:00+00:00,37.38,13.34,24.24,29.16,860.0
2025-07-26 05:00:00+00:00,38.01,13.46,24.43,29.88,860.0
2025-07-26 06:00:00+00:00,38.39,13.46,24.56,30.17,860.0
2025-07-26 07:00:00+00:00,38.48,13.24,24.63,29.78,860.0
2025-07-26 08:00:00+00:00,38.28,12.96,24.63,29.02,860.0
2025-07-26 09:00:00+00:00,37.79,12.95,24.56,28.53,860.0
2025-07-26 10:00:00+00:00,36.93,13.48,21.4,36.91,131.0
2025-07-26 11:00:00+00:00,35.65,14.46,21.32,38.1,131.0
2025-07-26 12:00:00+00:00,32.87,16.7,21.18,38.75,131.0
2025-07-26 13:00:00+00:00,30.83,17.75,21.06,38.54,131.0
2025-07-26 14:00:00+00:00,30.33,17.05,21.02,37.72,131.0
2025-07-26 15:00:00+00:00,29.52,17.41,20.96,37.25,131.0
2025-07-26 16:00:00+00:00,28.57,19.21,20.9,37.66,131.0
2025-07-26 17:00:00+00:00,27.79,21.68,20.84,38.75,131.0
2025-07-26 18:00:00+00:00,27.19,24.16,20.79,40.12,131.0
2025-07-26 19:00:00+00:00,26.58,26.47,20.75,41.43,131.0
2025-07-26 20:00:00+00:00,26.11,28.3,20.71,42.51,131.0
2025-07-26 21:00:00+00:00,25.81,29.56,20.67,43.31,131.0
2025-07-26 22:00:00+00:00,25.16,31.11,20.63,43.89,131.0
2025-07-26 23:00:00+00:00,26.49,29.07,20.67,44.04,131.0
2025-07-27 00:00:00+00:00,29.63,24.44,22.5,38.09,860.0
2025-07-27 01:00:00+00:00,32.66,21.59,23.21,37.78,860.0
2025-07-27 02:00:00+00:00,35.23,19.19,23.83,37.05,860.0
2025-07-27 03:00:00+00:00,37.22,16.34,24.32,34.31,860.0
2025-07-27 04:00:00+00:00,38.54,13.9,24.67,31.07,860.0
2025-07-27 05:00:00+00:00,39.35,12.3,24.91,28.65,860.0
2025-07-27 06:00:00+00:00,39.71,11.23,25.04,26.78,860.0
2025-07-27 07:00:00+00:00,39.68,10.48,25.08,25.22,860.0
2025-07-27 08:00:00+00:00,39.33,10.1,25.05,24.19,860.0
2025-07-27 09:00:00+00:00,38.67,10.16,24.94,23.8,860.0
2025-07-27 10:00:00+00:00,37.78,10.55,21.66,32.65,131.0
2025-07-27 11:00:00+00:00,36.53,11.34,21.58,34.29,131.0
2025-07-27 12:00:00+00:00,32.88,14.36,21.4,35.62,131.0
2025-07-27 13:00:00+00:00,31.01,16.4,21.29,36.51,131.0
2025-07-27 14:00:00+00:00,30.45,17.84,21.24,37.41,131.0
2025-07-27 15:00:00+00:00,29.73,19.66,21.19,38.47,131.0
2025-07-27 16:00:00+00:00,28.96,21.41,21.13,39.43,131.0
2025-07-27 17:00:00+00:00,27.95,23.43,21.06,40.31,131.0
2025-07-27 18:00:00+00:00,27.32,25.03,21.01,41.07,131.0
2025-07-27 19:00:00+00:00,26.88,26.13,20.97,41.64,131.0
